Election,Precinct,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,num_black,num_white,num_asian,num_hispanic,num_undetermined,black_avail,white_avail,asian_avail,hisp_avail,black_thresh,white_thresh,asian_thresh,hispanic_thresh,How many surpass?
MY14,356,429,143,130,91,38,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,357,1421,532,343,392,79,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,358,1871,464,753,305,227,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,359,887,253,379,167,41,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,360,1701,522,662,145,284,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Surpasses,3
MY14,361,1443,277,747,70,248,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Surpasses,3
MY14,362,1337,66,791,25,390,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,363,1901,651,687,183,252,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,364,902,84,578,36,136,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,365,2036,133,1221,80,496,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,366,1454,15,716,69,607,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,367,4062,104,1058,192,2549,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,368,2339,36,718,48,1480,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,369,2545,77,1363,137,825,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,375,670,366,102,53,118,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
MY14,376,877,203,515,43,68,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,377,574,166,307,54,24,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,378,1022,348,496,60,74,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,379,835,168,438,86,102,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,380,1400,409,726,87,102,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,381,735,94,541,34,48,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,382,1303,106,811,77,252,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,383,1742,242,1161,56,219,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,384,2199,263,1377,124,311,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,385,4352,91,1585,132,2337,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,386,3896,73,1093,145,2407,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,387,3062,134,1642,150,1038,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,388,1739,51,586,65,970,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,389,1700,114,854,230,453,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,390,3378,72,732,66,2448,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,391,2317,57,763,52,1379,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,392,2857,82,849,93,1749,1,2,1,0,1,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,393,2106,47,827,54,1129,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,394,2255,36,924,52,1169,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,395,1962,28,686,86,1065,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,396,1190,26,577,53,494,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,807,590,393,33,86,45,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,808,386,36,278,16,36,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,809,86,34,19,7,17,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Surpasses,3
MY14,810,337,256,22,21,25,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,812,253,151,38,23,33,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,813,112,21,31,19,34,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Surpasses,4
MY14,814,86,26,32,15,11,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,815,378,208,48,53,40,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,816,246,183,10,20,18,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,817,193,85,47,35,13,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,818,328,217,28,40,12,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,820,671,134,364,86,50,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,821,193,43,48,72,25,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,823,113,69,12,18,7,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,824,165,15,30,77,35,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Surpasses,3
MY14,825,1049,57,64,662,253,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,827,403,59,254,20,55,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,828,821,119,432,93,131,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,1
MY14,829,826,224,346,136,76,1,3,1,0,0,6,6,3,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
MY14,830,177,27,68,56,17,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,831,38,24,4,4,4,1,3,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,832,72,46,5,8,11,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Doesn't Surpass,1
MY14,833,223,44,41,48,68,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Surpasses,4
MY14,834,130,59,16,12,34,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Doesn't Surpass,Surpasses,2
MY14,835,536,57,131,87,244,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,836,266,13,146,27,74,2,3,0,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,837,692,50,143,282,169,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Surpasses,3
MY14,838,237,16,22,77,112,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Surpasses,Surpasses,2
MY14,839,28,9,5,11,3,2,2,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,840,10,4,2,2,0,0,4,1,0,0,6,6,3,0,Surpasses,Surpasses,Surpasses,Doesn't Surpass,3
MY14,842,195,2,62,5,104,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Doesn't Surpass,Surpasses,2
MY14,843,1778,27,239,146,1334,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Doesn't Surpass,Doesn't Surpass,Surpasses,1
MY14,848,39,18,4,10,6,0,4,1,0,0,6,6,3,0,Doesn't Surpass,Surpasses,Surpasses,Doesn't Surpass,2
